0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
0PWP45Z Revision of External Fixation Device in Right Metacarpal, Percutaneous Endoscopic Approach
0PWP47Z Revision of Autologous Tissue Substitute in Right Metacarpal, Percutaneous Endoscopic Approach
0PWP4JZ Revision of Synthetic Substitute in Right Metacarpal, Percutaneous Endoscopic Approach
0PWP4KZ Revision of Nonautologous Tissue Substitute in Right Metacarpal, Percutaneous Endoscopic Approach
0PWPX4Z Revision of Internal Fixation Device in Right Metacarpal, External Approach
0PWPX5Z Revision of External Fixation Device in Right Metacarpal, External Approach
0PWPX7Z Revision of Autologous Tissue Substitute in Right Metacarpal, External Approach
0PWPXJZ Revision of Synthetic Substitute in Right Metacarpal, External Approach
0PWPXKZ Revision of Nonautologous Tissue Substitute in Right Metacarpal, External Approach
0PWQ04Z Revision of Internal Fixation Device in Left Metacarpal, Open Approach
0PWQ05Z Revision of External Fixation Device in Left Metacarpal, Open Approach
0PWQ07Z Revision of Autologous Tissue Substitute in Left Metacarpal, Open Approach
0PWQ0JZ Revision of Synthetic Substitute in Left Metacarpal, Open Approach
0PWQ0KZ Revision of Nonautologous Tissue Substitute in Left Metacarpal, Open Approach
0PWQ34Z Revision of Internal Fixation Device in Left Metacarpal, Percutaneous Approach
0PWQ35Z Revision of External Fixation Device in Left Metacarpal, Percutaneous Approach
0PWQ37Z Revision of Autologous Tissue Substitute in Left Metacarpal, Percutaneous Approach
0PWQ3JZ Revision of Synthetic Substitute in Left Metacarpal, Percutaneous Approach
0PWQ3KZ Revision of Nonautologous Tissue Substitute in Left Metacarpal, Percutaneous Approach
0PWQ44Z Revision of Internal Fixation Device in Left Metacarpal, Percutaneous Endoscopic Approach
0PWQ45Z Revision of External Fixation Device in Left Metacarpal, Percutaneous Endoscopic Approach
0PWQ47Z Revision of Autologous Tissue Substitute in Left Metacarpal, Percutaneous Endoscopic Approach
0PWQ4JZ Revision of Synthetic Substitute in Left Metacarpal, Percutaneous Endoscopic Approach
0PWQ4KZ Revision of Nonautologous Tissue Substitute in Left Metacarpal, Percutaneous Endoscopic Approach
0PWQX4Z Revision of Internal Fixation Device in Left Metacarpal, External Approach
0PWQX5Z Revision of External Fixation Device in Left Metacarpal, External Approach
0PWQX7Z Revision of Autologous Tissue Substitute in Left Metacarpal, External Approach
0PWQXJZ Revision of Synthetic Substitute in Left Metacarpal, External Approach
0PWQXKZ Revision of Nonautologous Tissue Substitute in Left Metacarpal, External Approach
0PWR04Z Revision of Internal Fixation Device in Right Thumb Phalanx, Open Approach
0PWR05Z Revision of External Fixation Device in Right Thumb Phalanx, Open Approach
0PWR07Z Revision of Autologous Tissue Substitute in Right Thumb Phalanx, Open Approach
0PWR0JZ Revision of Synthetic Substitute in Right Thumb Phalanx, Open Approach
0PWR0KZ Revision of Nonautologous Tissue Substitute in Right Thumb Phalanx, Open Approach
0PWR34Z Revision of Internal Fixation Device in Right Thumb Phalanx, Percutaneous Approach
0PWR35Z Revision of External Fixation Device in Right Thumb Phalanx, Percutaneous Approach
0PWR37Z Revision of Autologous Tissue Substitute in Right Thumb Phalanx, Percutaneous Approach
0PWR3JZ Revision of Synthetic Substitute in Right Thumb Phalanx, Percutaneous Approach
0PWR3KZ Revision of Nonautologous Tissue Substitute in Right Thumb Phalanx, Percutaneous Approach
0PWR44Z Revision of Internal Fixation Device in Right Thumb Phalanx, Percutaneous Endoscopic Approach
0PWR45Z Revision of External Fixation Device in Right Thumb Phalanx, Percutaneous Endoscopic Approach
0PWR47Z Revision of Autologous Tissue Substitute in Right Thumb Phalanx, Percutaneous Endoscopic Approach
0PWR4JZ Revision of Synthetic Substitute in Right Thumb Phalanx, Percutaneous Endoscopic Approach
0PWR4KZ Revision of Nonautologous Tissue Substitute in Right Thumb Phalanx, Percutaneous Endoscopic Approach
0PWRX4Z Revision of Internal Fixation Device in Right Thumb Phalanx, External Approach
0PWRX5Z Revision of External Fixation Device in Right Thumb Phalanx, External Approach
0PWRX7Z Revision of Autologous Tissue Substitute in Right Thumb Phalanx, External Approach
0PWRXJZ Revision of Synthetic Substitute in Right Thumb Phalanx, External Approach
0PWRXKZ Revision of Nonautologous Tissue Substitute in Right Thumb Phalanx, External Approach
0PWS04Z Revision of Internal Fixation Device in Left Thumb Phalanx, Open Approach
0PWS05Z Revision of External Fixation Device in Left Thumb Phalanx, Open Approach
0PWS07Z Revision of Autologous Tissue Substitute in Left Thumb Phalanx, Open Approach
0PWS0JZ Revision of Synthetic Substitute in Left Thumb Phalanx, Open Approach
0PWS0KZ Revision of Nonautologous Tissue Substitute in Left Thumb Phalanx, Open Approach
0PWS34Z Revision of Internal Fixation Device in Left Thumb Phalanx, Percutaneous Approach
0PWS35Z Revision of External Fixation Device in Left Thumb Phalanx, Percutaneous Approach
0PWS37Z Revision of Autologous Tissue Substitute in Left Thumb Phalanx, Percutaneous Approach
0PWS3JZ Revision of Synthetic Substitute in Left Thumb Phalanx, Percutaneous Approach
0PWS3KZ Revision of Nonautologous Tissue Substitute in Left Thumb Phalanx, Percutaneous Approach
0PWS44Z Revision of Internal Fixation Device in Left Thumb Phalanx, Percutaneous Endoscopic Approach
0PWS45Z Revision of External Fixation Device in Left Thumb Phalanx, Percutaneous Endoscopic Approach
0PWS47Z Revision of Autologous Tissue Substitute in Left Thumb Phalanx, Percutaneous Endoscopic Approach
0PWS4JZ Revision of Synthetic Substitute in Left Thumb Phalanx, Percutaneous Endoscopic Approach
0PWS4KZ Revision of Nonautologous Tissue Substitute in Left Thumb Phalanx, Percutaneous Endoscopic Approach
0PWSX4Z Revision of Internal Fixation Device in Left Thumb Phalanx, External Approach
0PWSX5Z Revision of External Fixation Device in Left Thumb Phalanx, External Approach
0PWSX7Z Revision of Autologous Tissue Substitute in Left Thumb Phalanx, External Approach
0PWSXJZ Revision of Synthetic Substitute in Left Thumb Phalanx, External Approach
0PWSXKZ Revision of Nonautologous Tissue Substitute in Left Thumb Phalanx, External Approach
0PWT04Z Revision of Internal Fixation Device in Right Finger Phalanx, Open Approach
0PWT05Z Revision of External Fixation Device in Right Finger Phalanx, Open Approach
0PWT07Z Revision of Autologous Tissue Substitute in Right Finger Phalanx, Open Approach
0PWT0JZ Revision of Synthetic Substitute in Right Finger Phalanx, Open Approach
0PWT0KZ Revision of Nonautologous Tissue Substitute in Right Finger Phalanx, Open Approach
0PWT34Z Revision of Internal Fixation Device in Right Finger Phalanx, Percutaneous Approach
0PWT35Z Revision of External Fixation Device in Right Finger Phalanx, Percutaneous Approach
0PWT37Z Revision of Autologous Tissue Substitute in Right Finger Phalanx, Percutaneous Approach
0PWT3JZ Revision of Synthetic Substitute in Right Finger Phalanx, Percutaneous Approach
0PWT3KZ Revision of Nonautologous Tissue Substitute in Right Finger Phalanx, Percutaneous Approach
0PWT44Z Revision of Internal Fixation Device in Right Finger Phalanx, Percutaneous Endoscopic Approach
0PWT45Z Revision of External Fixation Device in Right Finger Phalanx, Percutaneous Endoscopic Approach
0PWT47Z Revision of Autologous Tissue Substitute in Right Finger Phalanx, Percutaneous Endoscopic Approach
0PWT4JZ Revision of Synthetic Substitute in Right Finger Phalanx, Percutaneous Endoscopic Approach
0PWT4KZ Revision of Nonautologous Tissue Substitute in Right Finger Phalanx, Percutaneous Endoscopic Approach
0PWTX4Z Revision of Internal Fixation Device in Right Finger Phalanx, External Approach
0PWTX5Z Revision of External Fixation Device in Right Finger Phalanx, External Approach
0PWTX7Z Revision of Autologous Tissue Substitute in Right Finger Phalanx, External Approach
0PWTXJZ Revision of Synthetic Substitute in Right Finger Phalanx, External Approach
0PWTXKZ Revision of Nonautologous Tissue Substitute in Right Finger Phalanx, External Approach
0PWV04Z Revision of Internal Fixation Device in Left Finger Phalanx, Open Approach
0PWV05Z Revision of External Fixation Device in Left Finger Phalanx, Open Approach
0PWV07Z Revision of Autologous Tissue Substitute in Left Finger Phalanx, Open Approach
0PWV0JZ Revision of Synthetic Substitute in Left Finger Phalanx, Open Approach
0PWV0KZ Revision of Nonautologous Tissue Substitute in Left Finger Phalanx, Open Approach
0PWV34Z Revision of Internal Fixation Device in Left Finger Phalanx, Percutaneous Approach
0PWV35Z Revision of External Fixation Device in Left Finger Phalanx, Percutaneous Approach
0PWV37Z Revision of Autologous Tissue Substitute in Left Finger Phalanx, Percutaneous Approach
0PWV3JZ Revision of Synthetic Substitute in Left Finger Phalanx, Percutaneous Approach
0PWV3KZ Revision of Nonautologous Tissue Substitute in Left Finger Phalanx, Percutaneous Approach
0PWV44Z Revision of Internal Fixation Device in Left Finger Phalanx, Percutaneous Endoscopic Approach
0PWV45Z Revision of External Fixation Device in Left Finger Phalanx, Percutaneous Endoscopic Approach
0PWV47Z Revision of Autologous Tissue Substitute in Left Finger Phalanx, Percutaneous Endoscopic Approach
0PWV4JZ Revision of Synthetic Substitute in Left Finger Phalanx, Percutaneous Endoscopic Approach
0PWV4KZ Revision of Nonautologous Tissue Substitute in Left Finger Phalanx, Percutaneous Endoscopic Approach
0PWVX4Z Revision of Internal Fixation Device in Left Finger Phalanx, External Approach
0PWVX5Z Revision of External Fixation Device in Left Finger Phalanx, External Approach
0PWVX7Z Revision of Autologous Tissue Substitute in Left Finger Phalanx, External Approach
0PWVXJZ Revision of Synthetic Substitute in Left Finger Phalanx, External Approach
0PWVXKZ Revision of Nonautologous Tissue Substitute in Left Finger Phalanx, External Approach
0PWY00Z Revision of Drainage Device in Upper Bone, Open Approach
0PWY0MZ Revision of Bone Growth Stimulator in Upper Bone, Open Approach
0PWY30Z Revision of Drainage Device in Upper Bone, Percutaneous Approach
0PWY3MZ Revision of Bone Growth Stimulator in Upper Bone, Percutaneous Approach
0PWY40Z Revision of Drainage Device in Upper Bone, Percutaneous Endoscopic Approach
0PWY4MZ Revision of Bone Growth Stimulator in Upper Bone, Percutaneous Endoscopic Approach
0PWYX0Z Revision of Drainage Device in Upper Bone, External Approach
0PWYXMZ Revision of Bone Growth Stimulator in Upper Bone, External Approach
0Q2YX0Z Change Drainage Device in Lower Bone, External Approach
0Q2YXYZ Change Other Device in Lower Bone, External Approach
0Q500ZZ Destruction of Lumbar Vertebra, Open Approach
0Q503ZZ Destruction of Lumbar Vertebra, Percutaneous Approach
0Q504ZZ Destruction of Lumbar Vertebra, Percutaneous Endoscopic Approach
0Q510ZZ Destruction of Sacrum, Open Approach
0Q513ZZ Destruction of Sacrum, Percutaneous Approach
0Q514ZZ Destruction of Sacrum, Percutaneous Endoscopic Approach
0Q520ZZ Destruction of Right Pelvic Bone, Open Approach
0Q523ZZ Destruction of Right Pelvic Bone, Percutaneous Approach
0Q524ZZ Destruction of Right Pelvic Bone, Percutaneous Endoscopic Approach
0Q530ZZ Destruction of Left Pelvic Bone, Open Approach
0Q533ZZ Destruction of Left Pelvic Bone, Percutaneous Approach
0Q534ZZ Destruction of Left Pelvic Bone, Percutaneous Endoscopic Approach
0Q540ZZ Destruction of Right Acetabulum, Open Approach
0Q543ZZ Destruction of Right Acetabulum, Percutaneous Approach
0Q544ZZ Destruction of Right Acetabulum, Percutaneous Endoscopic Approach
0Q550ZZ Destruction of Left Acetabulum, Open Approach
0Q553ZZ Destruction of Left Acetabulum, Percutaneous Approach
0Q554ZZ Destruction of Left Acetabulum, Percutaneous Endoscopic Approach
0Q560ZZ Destruction of Right Upper Femur, Open Approach
0Q563ZZ Destruction of Right Upper Femur, Percutaneous Approach
0Q564ZZ Destruction of Right Upper Femur, Percutaneous Endoscopic Approach
0Q570ZZ Destruction of Left Upper Femur, Open Approach
0Q573ZZ Destruction of Left Upper Femur, Percutaneous Approach
0Q574ZZ Destruction of Left Upper Femur, Percutaneous Endoscopic Approach
0Q580ZZ Destruction of Right Femoral Shaft, Open Approach
0Q583ZZ Destruction of Right Femoral Shaft, Percutaneous Approach
0Q584ZZ Destruction of Right Femoral Shaft, Percutaneous Endoscopic Approach
0Q590ZZ Destruction of Left Femoral Shaft, Open Approach
0Q593ZZ Destruction of Left Femoral Shaft, Percutaneous Approach
0Q594ZZ Destruction of Left Femoral Shaft, Percutaneous Endoscopic Approach
0Q5B0ZZ Destruction of Right Lower Femur, Open Approach
0Q5B3ZZ Destruction of Right Lower Femur, Percutaneous Approach
0Q5B4ZZ Destruction of Right Lower Femur, Percutaneous Endoscopic Approach
0Q5C0ZZ Destruction of Left Lower Femur, Open Approach
0Q5C3ZZ Destruction of Left Lower Femur, Percutaneous Approach
0Q5C4ZZ Destruction of Left Lower Femur, Percutaneous Endoscopic Approach
0Q5D0ZZ Destruction of Right Patella, Open Approach
0Q5D3ZZ Destruction of Right Patella, Percutaneous Approach
0Q5D4ZZ Destruction of Right Patella, Percutaneous Endoscopic Approach
0Q5F0ZZ Destruction of Left Patella, Open Approach
0Q5F3ZZ Destruction of Left Patella, Percutaneous Approach
0Q5F4ZZ Destruction of Left Patella, Percutaneous Endoscopic Approach
0Q5G0ZZ Destruction of Right Tibia, Open Approach
0Q5G3ZZ Destruction of Right Tibia, Percutaneous Approach
0Q5G4ZZ Destruction of Right Tibia, Percutaneous Endoscopic Approach
0Q5H0ZZ Destruction of Left Tibia, Open Approach
0Q5H3ZZ Destruction of Left Tibia, Percutaneous Approach
0Q5H4ZZ Destruction of Left Tibia, Percutaneous Endoscopic Approach
0Q5J0ZZ Destruction of Right Fibula, Open Approach
0Q5J3ZZ Destruction of Right Fibula, Percutaneous Approach
0Q5J4ZZ Destruction of Right Fibula, Percutaneous Endoscopic Approach
0Q5K0ZZ Destruction of Left Fibula, Open Approach
0Q5K3ZZ Destruction of Left Fibula, Percutaneous Approach
0Q5K4ZZ Destruction of Left Fibula, Percutaneous Endoscopic Approach
0Q5L0ZZ Destruction of Right Tarsal, Open Approach
0Q5L3ZZ Destruction of Right Tarsal, Percutaneous Approach
0Q5L4ZZ Destruction of Right Tarsal, Percutaneous Endoscopic Approach
0Q5M0ZZ Destruction of Left Tarsal, Open Approach
0Q5M3ZZ Destruction of Left Tarsal, Percutaneous Approach
0Q5M4ZZ Destruction of Left Tarsal, Percutaneous Endoscopic Approach
